City,State,Population,Land_Area,Location_Coordinates,Airports,Wiki_Page,City_Description
Vallejo,California,"121,913",30.7 sq mi,38°06′28″N 122°15′50″W﻿ ,,"https://en.wikipedia.org/wiki/Vallejo,_California","b""Vallejo (/vle(h)o/ v-LAY-(h)oh; Spanish: [baexo]) is a waterfront city in Solano County California located in the North Bay subregion of the San Francisco Bay Area. Vallejo is geographically the closest North Bay city to the inner East Bay so it is sometimes associated with that region. Its population was 115942 at the 2010 census. It is the tenth most populous city in the San Francisco Bay Area and the largest in Solano County. Vallejo sits on the northeastern shore of San Pablo Bay 30 miles north of San Francisco the northwestern shore of the Carquinez Strait and the southern end of the Napa River 15 miles south of Napa. The city is named after General Mariano Guadalupe Vallejo a native Californio leading proponent of California's statehood and one of the first members of the California State Senate; the neighboring city of Benicia is named for his wife Francisca Benicia Carrillo de Vallejo."""
Ann Arbor,Michigan,"121,890",28.1 sq mi,42°16′34″N 83°43′51″W﻿ ,,"https://en.wikipedia.org/wiki/Ann_Arbor,_Michigan",b'Ann Arbor is a city in the U.S. state of Michigan and the county seat of Washtenaw County.[5]  The 2010 census recorded its population to be 113934 making it the sixth largest city in Michigan.[6]'
Berkeley,California,"121,643",10.5 sq mi,37°52′01″N 122°17′57″W﻿ ,,"https://en.wikipedia.org/wiki/Berkeley,_California",b'Berkeley (/brkli/ BURK-lee) is a city on the east shore of San Francisco Bay in northern Alameda County California. It is named after the 18th-century Irish bishop and philosopher George Berkeley. It borders the cities of Oakland and Emeryville to the south and the city of Albany and the unincorporated community of Kensington to the north. Its eastern border with Contra Costa County generally follows the ridge of the Berkeley Hills. The 2010 census recorded a population of 112580.'
Allentown,Pennsylvania,"121,433",17.5 sq mi,40°35′37″N 75°28′42″W﻿ ,Lehigh Valley International Airport- ABE (Major/International),"https://en.wikipedia.org/wiki/Allentown,_Pennsylvania","b""Allentown (Pennsylvania Dutch: Allenschteddel) is a city located in Lehigh County Pennsylvania United States. It is Pennsylvania's third most populous city and the 231st largest city in the United States. As of the 2010 census the city had a total population of 118032 and is currently the fastest growing city in all of Pennsylvania.[10] It is the largest city in the metropolitan area known as the Lehigh Valley which had a population of 821623 residents as of 2010[update]. Allentown constitutes a portion of the New York City Combined Statistical Area and is the county seat of Lehigh County.[11]  In 2012 the city celebrated the 250th anniversary of its founding in 1762.[12]"""
Richardson,Texas,"120,981",28.6 sq mi,32°58′20″N 96°42′29″W﻿ ,,"https://en.wikipedia.org/wiki/Richardson,_Texas","b""Settlers from Kentucky and Tennessee came to the Richardson area in the 1840s. Through the 1850s the settlement was located around the present-day site of Richland College.  After the Civil War a railroad was built northwest of the original settlement shifting the village's center closer to the railroad. Richardson was chartered in 1873 and the town was named after the secretary of the Houston & Texas Central Railroad Alfred S. Richardson.\nIn 1908 the Texas Electric Railway an electric railway known as the Interurban connected Richardson to Denison Waco Corsicana and Dallas. In 1910 the population was approximately 600. A red brick schoolhouse was built in 1914 and is now the administrative office for the Richardson Independent School District. In 1924 the Red Brick Road the present-day Greenville Avenue was completed. The completion of the road brought increased traffic population and property values. The town incorporated and elected a mayor in 1925. In 1940 the population was approximately 740.\nAfter World War II the city experienced major increases in population which stood at approximately 1300 by 1950.  Throughout the 1950s the city continued to see growth including the opening of the Collins Radio Richardson office Central Expressway a police department shopping centers and many homes. Texas Instruments opened its offices in Dallas on the southern border of Richardson in 1956.  This was followed by significant gains in land values population and economic status.  In the 1960s Richardson experienced additional growth including several new parks facilities and the creation of the University of Texas at Dallas within the city limits.  By 1972 the population was approximately 56000.  Residential growth continued through the 1970s and slowed in the 1980s.  Commercial development increased throughout the 1980s.  Richardson had a population of 74840 according to the 1990 census.  Population increases throughout the 1990s was primarily from development of the northeast part of the city.  The city of Buckingham after being completely surrounded by Richardson was annexed into the city in 1996."""
Odessa,Texas,"120,568",45.2 sq mi,31°53′02″N 102°20′28″W﻿ ,,"https://en.wikipedia.org/wiki/Odessa,_Texas","b""Odessa is said to have been named after Odessa Ukraine because of the local shortgrass prairie's resemblance to Ukraine's steppe landscape.[7]"""
Arvada,Colorado,"120,492",38.6 sq mi,39°50′01″N 105°09′01″W﻿ ,,"https://en.wikipedia.org/wiki/Arvada,_Colorado",b'Arvada /rvd/ is a Home Rule Municipality in Jefferson and Adams counties a part of the Denver-Aurora-Lakewood CO Metropolitan Statistical Area of the U.S. state of Colorado. As of the 2010 census the population was 106433[11] and in 2016 the estimated population was 117453 ranking Arvada as the seventh most populous municipality in Colorado.[12] The Olde Town Arvada historic district is 7 miles (11 km) northwest of the Colorado State Capitol in Denver.'
Cambridge,Massachusetts,"118,977",6.4 sq mi,42°22′34″N 71°07′07″W﻿ ,"
Bradley (CT)
Burlington (VT)
T. F. Green (RI)
Manchester–Boston (NH)
Logan (MA)
Portland (ME)
","https://en.wikipedia.org/wiki/Cambridge,_Massachusetts",b'Cambridge (/kembrd/[3] KAYM-brij) is a city in Middlesex County Massachusetts and part of the Boston metropolitan area.'
Sugar Land,Texas,"118,600",34.0 sq mi,29°35′58″N 95°36′51″W﻿ ,,"https://en.wikipedia.org/wiki/Sugar_Land,_Texas","b""Sugar Land is one of the most affluent and fastest-growing cities in Texas. Its population increased more than 158% between 1990 and 2000.[4] Between 2000 and 2007 Sugar Land also saw a 46% increase in jobs.[5] As of the 2010 census the city's population was 78817.[2] Following the annexation of the Greatwood and New Territory communities in December 2017 the city's population was estimated at 118118 as of January 1 2019.[1]"""
Beaumont,Texas,"118,428",82.1 sq mi,30°05′06″N 94°08′43″W﻿ ,,"https://en.wikipedia.org/wiki/Beaumont,_Texas",b'Beaumont (/bomnt/ BOH-mont) is a city in and the county seat of Jefferson County Texas in the United States[5] within the BeaumontPort Arthur Metropolitan Statistical Area. Located in Southeast Texas on the Neches River about 85 miles (137 km) east of Houston (city center to city center) Beaumont had a population of 117267 at the time of the 2010 census[1] making it the thirtieth-most populous city in the state of Texas.'
Lansing,Michigan,"118,427",39.1 sq mi,42°42′51″N 84°33′33″W﻿ ,,"https://en.wikipedia.org/wiki/Lansing,_Michigan","b'The Lansing metropolitan area colloquially referred to as ""Mid-Michigan"" is an important center for educational cultural governmental commercial and industrial functions. Neighboring East Lansing is home to Michigan State University a public research university with an enrollment of more than 50000.[8]  The area features two medical schools one veterinary school two nursing schools and two law schools.  It is the site of the Michigan State Capitol the state Supreme Court the Court of Appeals a federal court the Library of Michigan and Historical Center and headquarters of four national insurance companies.'"
Evansville,Indiana,"117,963",47.3 sq mi,37°59′16″N 87°32′05″W﻿ ,Evansville Regional Airport,"https://en.wikipedia.org/wiki/Evansville,_Indiana","b'Situated on an oxbow in the Ohio River the city is often referred to as the ""Crescent Valley"" or ""River City"". As a testament to the Ohio\'s grandeur early French explorers named it La Belle Riviere (""The Beautiful River""). The area has been inhabited by various indigenous cultures for millennia dating back at least 10000 years. Angel Mounds was a permanent settlement of the Mississippian culture from 1000 AD to around 1400 AD. The European-American city was founded in 1812.'"
Rochester,Minnesota,"116,961",54.6 sq mi,44°00′55″N 92°28′38″W﻿ ,,"https://en.wikipedia.org/wiki/Rochester,_Minnesota","b""Rochester is a city founded in 1854 in the U.S. State of Minnesota and is the county seat of Olmsted County located on the Zumbro River's south fork in Southeast Minnesota. It is Minnesota's third-largest city and the largest city located outside the Minneapolis-St. Paul Metropolitan Statistical Area. As of 2015 the Rochester metropolitan area had a population estimated at 215884.[7] According to the 2010 United States Census the city had a population of 106769.[8] The U.S. Census Bureau estimated that the 2018 population was 116941.[citation needed] It is the home of the Mayo Clinic and an IBM facility formerly one of the company's largest. The city has long been rated as one of the best places to live in the United States by multiple publications such as Money.[9][10]"""
Independence,Missouri,"116,925",77.8 sq mi,39°05′08″N 94°21′08″W﻿ ,,"https://en.wikipedia.org/wiki/Independence,_Missouri","b'Independence is known as the ""Queen City of the Trails""[8] because it was a point of departure for the California Oregon and Santa Fe Trails.  Independence was also the hometown of U.S. President Harry S. Truman; the Truman Presidential Library and Museum is located in the city and Truman and First Lady Bess Truman are buried here.  The city is also sacred to many Latter Day Saints with Joseph Smith\'s 1831 Temple Lot being located here as well as the headquarters of several Latter Day Saint factions.'"
Fairfield,California,"116,884",40.9 sq mi,38°15′33″N 122°01′56″W﻿ ,,"https://en.wikipedia.org/wiki/Fairfield,_California",b'Fairfield is a city in and the county seat of Solano County California in the North Bay sub-region of the San Francisco Bay Area. It is generally considered the midpoint between the cities of San Francisco and Sacramento approximately 40 miles (64 km) from the city center of both cities approximately 40 miles (64 km) from the city center of Oakland less than 19 miles (31 km) from Napa Valley 16 miles (26 km) from the Carquinez Bridge and 14 miles (23 km) from the Benicia Bridge. Fairfield was founded in 1856 by clippership captain Robert H. Waterman and named after his former hometown of Fairfield Connecticut.'
Provo,Utah,"116,702",41.7 sq mi,40°14′43″N 111°38′41″W﻿ ,,"https://en.wikipedia.org/wiki/Provo,_Utah",b'Provo /provo/ is the third-largest city in Utah United States. It is 43 miles (69 km) south of Salt Lake City along the Wasatch Front. Provo is the largest city and county seat of Utah County.'
Clearwater,Florida,"116,478",25.9 sq mi,27°58′44″N 82°46′00″W﻿ ,,"https://en.wikipedia.org/wiki/Clearwater,_Florida",b'Clearwater is a city located in Pinellas County Florida United States northwest of Tampa and St. Petersburg. To the west of Clearwater lies the Gulf of Mexico and to the southeast lies Tampa Bay. As of the 2010 census the city had a population of 107685.[5] Clearwater is the county seat of Pinellas County[6] and is the smallest of the three principal cities in the Tampa-St. Petersburg-Clearwater metropolitan area most commonly referred to as the Tampa Bay Area.'
College Station,Texas,"116,218",51.0 sq mi,30°35′07″N 96°17′47″W﻿ ,,"https://en.wikipedia.org/wiki/College_Station,_Texas",b'College Station is a city in Brazos County Texas situated in East-Central Texas in the heart of the Brazos Valley in the center of the region known as Texas Triangle. It is 90 miles (140 kilometers) northwest of Houston and 87 miles (140 km) northeast of Austin. As of the 2010 census College Station had a population of 93857[2] which had increased to an estimated population of 121321 as of February 2019.[3] College Station and Bryan together make up the Bryan-College Station metropolitan area the 13th-largest metropolitan area in Texas with 273101 people as of 2019.'
West Jordan,Utah,"116,046",32.3 sq mi,40°36′09″N 112°00′03″W﻿ ,,"https://en.wikipedia.org/wiki/West_Jordan,_Utah",b'Settled in the mid-19th century the city has developed into its own regional center. As of 2012 the city has four major retail centers; with Jordan Landing being one of the largest mixed-use planned developments in the Intermountain West.[4] Companies headquartered in West Jordan include Mountain America Credit Union Lynco Sales & Service SME Steel and Cyprus Credit Union. The city has one major hospital Jordan Valley Medical Center and a campus of Salt Lake Community College which is designed to become the main campus by 2020.'
Carlsbad,California,"115,877",37.7 sq mi,33°07′26″N 117°16′58″W﻿ ,,"https://en.wikipedia.org/wiki/Carlsbad,_California","b""Carlsbad is a city in the North County region of San Diego County California United States. The city is 87 miles (140 km) south of downtown Los Angeles and 35 miles (56 km) north of downtown San Diego and is part of the San Diego-Carlsbad CA Metropolitan Statistical Area. Carlsbad is a popular tourist destination. The city's estimated 2014 population was 112299.[8] Among the nation's top 20 wealthiest communities Carlsbad is the 5th richest city in the state of California with a median household income close to US$105000.[9]"""
El Monte,California,"115,586",9.6 sq mi,34°04′29″N 118°01′45″W﻿ ,,"https://en.wikipedia.org/wiki/El_Monte,_California","b'El Monte\'s slogan is ""Welcome to Friendly El Monte""  and historically is known as ""The End of the Santa Fe Trail"". As of the 2010 census the city had a total population of 113475 down from 115965 at the 2000 census.  As of 2010 El Monte was the 51st largest city in California.[8]'"
Murrieta,California,"114,985",33.6 sq mi,33°34′20″N 117°11′25″W﻿ ,Ontario International Airport (ONT)San Diego International Airport (SAN),"https://en.wikipedia.org/wiki/Murrieta,_California",b'Murrieta is a city in southwestern Riverside County California United States. The population of Murrieta was 103466 at the 2010 census. Murrieta experienced a 133.7% population increase between 2000 and 2010 according to the most recent census making Murrieta one of the fastest-growing cities in the state. This population boom in 2010 surpassed the population of the historically larger and more commercial city of Temecula to the south for the first time since the incorporation of either city. Temecula and Murrieta together form the southwestern anchor of the Inland Empire region. Largely residential in character Murrieta is typically characterized as a commuter town with many of its residents commuting to jobs in San Diego County Orange County Los Angeles County Temecula and Camp Pendleton.'
Temecula,California,"114,742",37.3 sq mi,33°29′35″N 117°07′54″W﻿ ,,"https://en.wikipedia.org/wiki/Temecula,_California","b""Temecula /tmkjl/ is a city in southwestern Riverside County California United States. The city is a tourist and resort destination with the Temecula Valley Wine Country Old Town Temecula the Temecula Valley Polo Club the Temecula Valley Balloon & Wine Festival the Temecula Valley International Film Festival championship golf courses and resort accommodations for tourists which contribute to the city's economic profile.[8][9][10][11]"""
Springfield,Illinois,"114,694",60.1 sq mi,39°47′28″N 89°38′41″W﻿ ,,"https://en.wikipedia.org/wiki/Springfield,_Illinois",b'Present-day Springfield was settled by European Americans in the late 1810s around the time Illinois became a state. The most famous historic resident was Abraham Lincoln who lived in Springfield from 1837 until 1861 when he went to the White House as President. Major tourist attractions include multiple sites connected with Lincoln including his presidential library and museum his home and his tomb at Oak Ridge Cemetery.'
Palm Bay,Florida,"114,194",65.7 sq mi,27°59′08″N 80°39′45″W﻿ ,,"https://en.wikipedia.org/wiki/Palm_Bay,_Florida",b'Palm Bay is a principal city[7] of the Palm BayMelbourneTitusville Metropolitan Statistical Area which had a population of 543376 at the 2010 census.[3]'
Costa Mesa,California,"113,615",15.7 sq mi,33°39′57″N 117°54′44″W﻿ ,John Wayne International AirportSNA (Major/International),"https://en.wikipedia.org/wiki/Costa_Mesa,_California",b'Costa Mesa (/kost mes/) is a city in Orange County California. Since its incorporation in 1953 the city has grown from a semi-rural farming community of 16840 to a primarily suburban and edge city with an economy based on retail commerce and light manufacturing. The population was 109960 at the 2010 United States Census.'
Westminster,Colorado,"113,479",31.7 sq mi,39°52′56″N 105°03′52″W﻿ ,,"https://en.wikipedia.org/wiki/Westminster,_Colorado",b'Gold discovered in the South Platte River Valley in 1858 brought national attention to the area that would become Westminster Colorado. The promise of fortune and the Land Act of 1862 encouraged many settlers from the east to make Colorado their home instead of heading on to California. Before the settlements came wildlife like antelope and buffalo made their homes in this area. There is also evidence of Arapaho Indians near the Crown Point (Gregory Hill) area.[9]'
North Charleston,South Carolina,"113,237",73.7 sq mi,32°55′04″N 80°03′54″W﻿ ,,"https://en.wikipedia.org/wiki/North_Charleston,_South_Carolina","b""North Charleston is the third-largest city in the U.S. state of South Carolina with incorporated areas in Berkeley Charleston and Dorchester counties.[1]  On June 12 1972 the city of North Charleston was incorporated and was rated as the ninth-largest city in South Carolina. As of the 2010 Census North Charleston had a population of 97471[4] growing to an estimated population of 114000+ in 2019 and with a current area of more than 76.6 square miles (198.5 km2).[5][6] As defined by the U.S. Office of Management and Budget for use by the U.S. Census Bureau and other U.S. Government agencies for statistical purposes only North Charleston is included within the CharlestonNorth CharlestonSummerville metropolitan area and the Charleston-North Charleston urban area.[7] North Charleston is one of the state's major industrial centers and is the state's top city in gross retail sales.[8][9]"""
Miami Gardens,Florida,"113,069",18.2 sq mi,25°56′56″N 80°14′37″W﻿ ,,"https://en.wikipedia.org/wiki/Miami_Gardens,_Florida",b'Miami Gardens is a city located in north-central Miami-Dade County Florida. Its boundaries stretch from I-95 and NE 2nd Avenue on the east to NW 47th and NW 57th Avenues on the west and from the Broward County line on the north to 151st Street on the south.[5] The city name comes from one of the major roadways through the area Miami Gardens Drive. According to the 2017 estimate from the US Census Bureau the city had a population of 113750 and it is the largest city in Florida that has a majority African American population.[6] It is a principal city of the Miami metropolitan area which was home to an estimated 6012331 people at the 2015 census.'
Manchester,New Hampshire,"112,525",33.1 sq mi,42°59′06″N 71°26′39″W﻿ ,"
Bradley (CT)
Burlington (VT)
T. F. Green (RI)
Manchester–Boston (NH)
Logan (MA)
Portland (ME)
","https://en.wikipedia.org/wiki/Manchester,_New_Hampshire","b""Manchester is along with Nashua one of two seats of Hillsborough County the state's most populous. Manchester lies near the northern end of the Northeast megalopolis and straddles the banks of the Merrimack River. It was first named by the merchant and inventor Samuel Blodgett namesake of Samuel Blodget Park and Blodget Street in the city's North End. His vision was to create a great industrial center similar to that of the original Manchester in England which was the world's first industrialized city.[6]"""
High Point,North Carolina,"112,316",55.2 sq mi,35°59′24″N 79°59′26″W﻿ ,,"https://en.wikipedia.org/wiki/High_Point,_North_Carolina","b'High Point is known for its furniture textiles and bus manufacturing. The city is sometimes referred to as the ""Home Furnishings Capital of the World"". The city\'s official slogan is ""North Carolina\'s International City"" due to the semi-annual High Point Furniture Market that attracts 100000 exhibitors and buyers from around the world.'"
Downey,California,"112,269",12.4 sq mi,33°56′18″N 118°07′51″W﻿ ,Los Angeles International AirportLAX (major/international),"https://en.wikipedia.org/wiki/Downey,_California","b""Downey is a city located in southeast Los Angeles County California United States 13 mi (21 km) southeast of downtown Los Angeles. It is considered part of the Gateway Cities. The city is the birthplace of the Apollo space program. It is also the home of the oldest still operational McDonald's restaurant in the world. As of the 2010 census the city had a total population of 111779."""
Clovis,California,"112,022",24.2 sq mi,36°49′42″N 119°41′06″W﻿ ,,"https://en.wikipedia.org/wiki/Clovis,_California","b'The city of Clovis began as a freight stop along the San Joaquin Valley Railroad. Organized on January 15 1890 by Fresno businessmen Thomas E. Hughes Fulton Berry Gilbert R. Osmun H.D. Colson John D. Gray and William M. Williams in partnership with Michigan railroad speculator Marcus Pollasky the SJVRR began construction in Fresno on July 4 1891 and reached the farmlands of Clovis Cole and George Owen by October of that year. The railroad purchased right-of-way from both farmers half from each  the east side from Cole and the west side from Owen  and ran tracks up the borderline between the two properties. The railroad agreed to establish a station on the west side of the tracks and to call it ""Clovis"". The Clovis station after which the town was named was positioned on the Owen side of the track.'"
Pompano Beach,Florida,"111,954",24.0 sq mi,26°14′30″N 80°08′02″W﻿ ,,"https://en.wikipedia.org/wiki/Pompano_Beach,_Florida","b""Pompano Beach is currently in the middle of a redevelopment process to revitalize its beachfront and historic downtown.[11] The city has also been listed as one of the top real estate markets being featured in CNN Money and the Wall Street Journal as one of the country's top vacation home markets. Pompano Beach Airpark located within the city is the home of the Goodyear Blimp Spirit of Innovation.[2][12]"""
Pueblo,Colorado,"111,750",53.6 sq mi,38°16′12″N 104°36′44″W﻿ ,,"https://en.wikipedia.org/wiki/Pueblo,_Colorado","b'Pueblo is situated at the confluence of the Arkansas River and Fountain Creek 112 miles (180 km) south of the Colorado State Capitol in Denver. The area is considered semi-arid desert land with approximately 12 inches (304.80 mm) of precipitation annually. With its location in the ""Banana Belt"" Pueblo tends to get less snow than the other major cities in Colorado.'"
Elgin,Illinois,"111,683",37.4 sq mi,42°02′23″N 88°19′18″W﻿ ,,"https://en.wikipedia.org/wiki/Elgin,_Illinois","b""The Indian Removal Act of 1830 and the Black Hawk Indian War of 1832 led to the expulsion of the Native Americans who had settlements and burial mounds in the area and set the stage for the founding of Elgin. Thousands of militiamen and soldiers of Gen. Winfield Scott's army marched through the Fox River valley during the war and accounts of the area's fertile soils and flowing springs soon filtered east."""
Lowell,Massachusetts,"111,670",13.6 sq mi,42°38′20″N 71°19′16″W﻿ ,"
Bradley (CT)
Burlington (VT)
T. F. Green (RI)
Manchester–Boston (NH)
Logan (MA)
Portland (ME)
","https://en.wikipedia.org/wiki/Lowell,_Massachusetts","b""Lowell is a city in the U.S. Commonwealth of Massachusetts. Located in Middlesex County Lowell (along with Cambridge) was a county seat until Massachusetts disbanded county government in 1999.[3] With an estimated population of 111640 in 2018[2] it was the fourth-largest city in Massachusetts as of the last census and is estimated to be the fifth-largest as of 2018 and the second-largest in the Boston metropolitan statistical area.[4]  The city is also part of a smaller Massachusetts statistical area called Greater Lowell as well as New England's Merrimack Valley region."""
Antioch,California,"111,535",29.4 sq mi,37°58′45″N 121°47′46″W﻿ ,,"https://en.wikipedia.org/wiki/Antioch,_California","b""Antioch (formerly East Antioch Smith's Landing[11] and Marshs Landing)[12] is the second largest city in Contra Costa County California United States. Located in the East Bay region of the San Francisco Bay Area along the San Joaquin-Sacramento River Delta it is a suburb of San Francisco and Oakland. The city's population was 102372 at the 2010 census[13] and estimated to be 110542 in 2015.[8]"""
West Palm Beach,Florida,"111,398",55.1 sq mi,26°44′47″N 80°07′30″W﻿ ,,"https://en.wikipedia.org/wiki/West_Palm_Beach,_Florida",b'West Palm Beach is a city in and the county seat of Palm Beach County Florida United States.[7] It is located immediately to the west of the adjacent Palm Beach which is situated on a barrier island across the Lake Worth Lagoon. The population was 99919 at the 2010 census. West Palm Beach is a principal city of the Miami metropolitan area which was home to an estimated 6158824 people in 2017.[8]'
Peoria,Illinois,"111,388",48.2 sq mi,40°45′05″N 89°37′03″W﻿ ,,"https://en.wikipedia.org/wiki/Peoria,_Illinois",b'Peoria is one of the oldest settlements in Illinois as explorers first ventured up the Illinois River from the Mississippi. The lands that eventually would become Peoria were first settled by Europeans in 1680[citation needed] when French explorers Rene-Robert Cavelier Sieur de La Salle and Henri de Tonti constructed Fort Crevecoeur.[4] This fort would later burn to the ground and in 1813 Fort Clark Illinois was built. When the County of Peoria was organized in 1825 Fort Clark was officially named Peoria.[8]'
Everett,Washington,"111,262",33.3 sq mi,47°57′24″N 122°11′29″W﻿ ,,"https://en.wikipedia.org/wiki/Everett,_Washington",b'Everett is the county seat of and the largest city in Snohomish County Washington United States. It is located 25 miles (40 km) north of Seattle and is one of the main cities in the metropolitan area and Puget Sound region. Everett is the seventh-largest city in Washington state and had a total population of 103019 at the 2010 census. The city is located at the mouth of the Snohomish River along Port Gardner Bay an inlet of Possession Sound (itself part of Puget Sound).'
Ventura,California,"111,128",21.8 sq mi,34°16′04″N 119°15′15″W﻿ ,Oxnard Airport (OXR)commercial service,"https://en.wikipedia.org/wiki/Ventura,_California",b'Ventura officially the City of San Buenaventura[11] is the county seat of Ventura County California United States. The coastal site set against undeveloped hills and flanked by two free-flowing rivers has been inhabited for thousands of years. European explorers encountered a Chumash village referred to as Shisholop here while traveling along the Pacific coast.[12] They witnessed the ocean navigation skill of the native people and their use of the abundant local resources from sea and land.[13](p36) The eponymous Mission San Buenaventura was founded nearby in 1782 where it benefitted from the water of the Ventura River. The town grew around the mission compound and incorporated in 1866. The development of nearby oil fields in the 1920s and the age of automobile travel created a major real estate boom during which many designated landmark buildings were constructed. The mission and these buildings are at the center of a downtown that has become a cultural retail and residential district and visitor destination.'
Centennial,Colorado,"110,831",29.5 sq mi,39°35′26″N 104°52′09″W﻿ ,,"https://en.wikipedia.org/wiki/Centennial,_Colorado","b'The City of Centennial was formed on February 7 2001 from portions of unincorporated Arapahoe County including the former Castlewood and Southglenn census-designated places (CDPs). The citizens of the area had voted to incorporate on September 12 2000 choosing Centennial as the official name during the vote. The name reflects Colorado\'s admission to the Union as the 38th state in 1876 the centennial year of the United States Declaration of Independence.[9] The state of Colorado is nicknamed the ""Centennial State"".[9]'"
Lakeland,Florida,"110,516",65.9 sq mi,28°03′20″N 81°57′18″W﻿ ,,"https://en.wikipedia.org/wiki/Lakeland,_Florida",b'Lakeland is a city in Polk County Florida along Interstate 4 east of Tampa. The westernmost city in Polk County it is part of the Tampa Bay Area. According to the 2013 U.S. Census Bureau estimate the city had a population of 100710.[2] Lakeland is a principal city of the LakelandWinter Haven Metropolitan Statistical Area (coterminous with Polk County) which had an estimated population of 623009 in July 2013 based on data from the University of Florida Bureau of Economic and Business Research. It is twinned with Richmond Hill Ontario; Imabari Ehime Japan; Balti Moldova; Portmore Jamaica; and Chongming County Shanghai China through the Lakeland chapter of Sister Cities International.'
Gresham,Oregon,"110,158",23.3 sq mi,45°30′08″N 122°26′30″W﻿ ,,"https://en.wikipedia.org/wiki/Gresham,_Oregon",b'Gresham /rm/ is a city located in Multnomah County Oregon in the United States immediately east of Portland. Though it began as a settlement in the mid-1800s it was not officially incorporated as a city until 1905; it was named after Walter Quinton Gresham the American Civil War general and United States Postmaster General.'
Richmond,California,"110,146",30.1 sq mi,37°57′08″N 122°21′38″W﻿ ,,"https://en.wikipedia.org/wiki/Richmond,_California",b'Richmond (/rtmnd/) is a city in western Contra Costa County California United States. The city was incorporated on August 7 1905.[14] Located in the East Bay region of the San Francisco Bay Area Richmond borders the cities of San Pablo Albany El Cerrito and Pinole in addition to the unincorporated communities of North Richmond Hasford Heights Kensington El Sobrante Bayview-Montalvin Manor Tara Hills and East Richmond Heights and for a short distance San Francisco on Red Rock Island in the San Francisco Bay. Richmond is one of two cities the other being San Rafael California that sits on the shores of San Francisco Bay and San Pablo Bay simultaneously.'
Billings,Montana,"109,550",43.7 sq mi,45°47′19″N 108°33′00″W﻿ ,,"https://en.wikipedia.org/wiki/Billings,_Montana",b'Billings is the largest city in the U.S. state of Montana with a population estimated at 109550 as of 2018.[5] Located in the south-central portion of the state it is the seat of Yellowstone County and the principal city of the Billings Metropolitan Area which has a population of 171677.[6] It has a trade area of over 500000.[7]'
Inglewood,California,"109,419",9.1 sq mi,33°57′22″N 118°20′39″W﻿ ,Los Angeles International AirportLAX (Major/International),"https://en.wikipedia.org/wiki/Inglewood,_California",b'George Dotson\nAlex Padilla\nEloy Morales Jr.'
Broken Arrow,Oklahoma,"109,171",61.7 sq mi,36°02′11″N 95°46′52″W﻿ ,,"https://en.wikipedia.org/wiki/Broken_Arrow,_Oklahoma",b'The MissouriKansasTexas Railroad sold lots for the town site in 1902 and company secretary William S. Fears named it Broken Arrow.[5] The city was named for a Creek community settled by Creek Indians who had been forced to relocate from Alabama to Oklahoma along the Trail of Tears.'
Sandy Springs,Georgia,"108,797",37.7 sq mi,33°55′53″N 84°22′07″W﻿ ,,"https://en.wikipedia.org/wiki/Sandy_Springs,_Georgia","b'Sandy Springs is a city in northern Fulton County Georgia United States and part of the Atlanta metropolitan area. As of the 2010 census Sandy Springs had a population of 93853[8] and its 2017 estimated population was 106739.[9] Sandy Springs is Georgia\'s seventh-largest city (just after Athens) and is the site of several corporate headquarters (though many are assigned ""Atlanta"" mailing addresses) such as UPS Inspire Brands Cox Communications and Mercedes-Benz USA\'s corporate offices.'"
Jurupa Valley,California,"108,393",42.9 sq mi,34°00′09″N 117°28′03″W﻿ ,,"https://en.wikipedia.org/wiki/Jurupa_Valley,_California",b'The city of Jurupa Valley covers approximately 43.5 square miles (113 km2) and has an estimated population of 106028.  Residents of the area had previously voted on incorporation in 1992; however voters rejected it as well as a competing ballot measure that would have incorporated Mira Loma.[4]'
Hillsboro,Oregon,"108,389",25.0 sq mi,45°31′41″N 122°56′09″W﻿ ,,"https://en.wikipedia.org/wiki/Hillsboro,_Oregon","b""Hillsboro (/hlzbro/) is the fifth-largest city in the State of Oregon and is the county seat of Washington County.[8] Lying in the Tualatin Valley on the west side of the Portland metropolitan area the city hosts many high-technology companies such as Intel that comprise what has become known as the Silicon Forest. At the 2010 Census the city's population was 91611.[9]"""
Waterbury,Connecticut,"108,093",28.5 sq mi,41°33′31″N 73°02′12″W﻿ ,Waterbury–Oxford Airport,"https://en.wikipedia.org/wiki/Waterbury,_Connecticut","b'Waterbury (nicknamed ""The Brass City"") is a city in the U.S. state of Connecticut on the Naugatuck River 33 miles southwest of Hartford and 77 miles  northeast of New York City. Waterbury is the second-largest city in New Haven County Connecticut. As of the 2010 census Waterbury had a population of 110366[3] making it the 10th largest city in the New York Metropolitan Area 9th largest city in New England and the 5th largest city in Connecticut.[4]'"
Santa Maria,California,"107,408",22.8 sq mi,34°56′00″N 120°26′38″W﻿ ,,"https://en.wikipedia.org/wiki/Santa_Maria,_California",b'The Santa Maria Valley stretching from the Santa Lucia Mountains toward the Pacific Ocean was the homeland of the Chumash people for several thousand years. The Native Americans made their homes on the slopes of the surrounding hills among the oaks on the banks of the Santa Maria River among the sycamores and along the coast. They had unique plank-built boats called Tomol which they used for ocean fishing.'
